u_0,u_1,u_0_ref,u_1_ref
0.48461421418171763,0.197928579271609,0.4844722291108702,0.19748918387197217
0.43259407330642796,0.2073234014441651,0.4324013448360243,0.20688864211430405
0.4167955182226879,0.2078753713566868,0.416592975670813,0.20751920602599724
0.40801620351825346,0.20699888309772915,0.4078261214685502,0.2066905806817326
0.4010249440385145,0.2057592409524374,0.40085890188453166,0.2054885890361155
0.39459679143529164,0.20439023089144212,0.3944603200385821,0.20415421658524627
0.3884004089869656,0.20295459744799046,0.38829610958093874,0.20275258040958102
0.3823321719321511,0.2014726617282199,0.38226148045379144,0.20130467423644258
0.3763533338559291,0.19995244247636823,0.3763169195456454,0.19981883101374287
0.37044569207108663,0.19839846659946173,0.3704437035868953,0.19829918277301253
0.3645982292002998,0.19681295436503557,0.36463071996549556,0.19674819020790932
0.35880336450136374,0.1951977661091601,0.3588700145296514,0.19516765660401159
0.3530550551522711,0.19355444159499732,0.35315525656646385,0.19355841225092305
0.34734798721949023,0.1918834528366881,0.3474814132525221,0.19192103918493902
0.34167810999568465,0.1901860260539718,0.3418432778502662,0.19025603946576555
0.3360411033758532,0.18846231480527095,0.3362374787767164,0.18856470133485329
0.3304334464098916,0.18671252314784584,0.3306598397937283,0.18684627554061506
0.32485191807872627,0.1849369196345931,0.3251067604382057,0.1851006705659213
0.3192934362106496,0.18313527270081087,0.31957490827383417,0.183327552020591
0.31375507537240194,0.18130727671807167,0.31406111130647413,0.18152639095789114
0.3082342984234031,0.1794526919110781,0.308562346611933,0.1796964873319766
0.30272821553719664,0.17757064868151373,0.30307570881303314,0.17783697610107432
0.29723451945670604,0.17566061026400057,0.29759842754320764,0.17594682419405988
0.2917505041254482,0.17372155582334112,0.2921273738422369,0.17402514652152756
0.2862737261601952,0.17175233090491462,0.28665961080498403,0.17206903849656816
0.2808017780480291,0.16975183105173733,0.28119205539210845,0.17007847673080728
0.27533177625075705,0.16771830735076862,0.2757220929912705,0.16805105440784052
0.26986100245186856,0.16565007659630107,0.2702464020127249,0.16598467288736715
0.26438661028364435,0.16354523196936085,0.2647617020964074,0.16387702167520452
0.2589053943971279,0.16140138601151244,0.25926452457837335,0.16172549151094984
0.25341391855770384,0.15921591332433896,0.2537511309595651,0.15952712752716713
0.24790835695456065,0.1569856916598272,0.24821748828190865,0.1572786085394447
0.2423846278865711,0.15470736350722666,0.2426591869484307,0.15497620731314832
0.23683789492648413,0.15237673576925034,0.237071219676304,0.15261572449177593
0.23126267136070858,0.14998904725818304,0.23144872025402563,0.1501919519737224
0.22565295182261746,0.14753891643455352,0.22578548820771582,0.14770022838329525
0.22000151195425255,0.14501976414668447,0.22007353757759515,0.14513291973447845
0.21430025532053748,0.14242423630775247,0.21430576287114067,0.14248334701742912
0.2085396839993577,0.13974346131580745,0.20847546299103814,0.13974513009593492
0.20270917907975786,0.13696754466171773,0.20257178506476775,0.13690779180663343
0.19679664485899326,0.13408494640580165,0.1965842873915982,0.1339612508621179
0.19078871323521904,0.131082876239879,0.19050173597358638,0.13089442131544324
0.18467086464557303,0.12794708807590816,0.18431177247924183,0.12769493354730804
0.17842781527995796,0.12466236219269383,0.178000738500553,0.12434902185594801
0.1720440397011972,0.1212127511744459,0.17155713792033528,0.12084388896341415
0.1655045447061499,0.1175822464041868,0.16496761683297295,0.1171655005484451
0.15879596987687922,0.11375572531830207,0.15822130328764994,0.11330070011417111
0.15190768883319652,0.109719793044413,0.15130980949959114,0.10923831036390191
0.1448332709695132,0.10546415459789604,0.14422868825071317,0.10496994875208165
0.13757196011965764,0.10098287884801475,0.1369784199513069,0.1004910060717904
0.13012998709683896,0.09627566306747419,0.12956539972121917,0.09580146108498636
0.12252188593785722,0.09134912977529315,0.12200253525660396,0.09090714527129583
0.11477144209989788,0.08621782247791338,0.11431281925793875,0.08582207905299492
0.10691208393827101,0.08090481646974435,0.1065276210691165,0.08056764253560378
0.0989868862616733,0.07544193859022855,0.09868455540589514,0.07517124651056659
0.09104784246128399,0.06986947157853012,0.09083338444431509,0.0696712710521913
0.08315449689074575,0.06423516379830825,0.0830276115797296,0.06411011997238591
0.0753719857356514,0.05859286804671853,0.07533055693910568,0.05854039910531991
0.06776851122458276,0.05300043879383188,0.06780472982547549,0.05301470776802054
0.06041254198025001,0.04751750566505673,0.06051728817159063,0.04759164853880955
0.053369779938163865,0.042202847546301395,0.053532159745493434,0.042327713799909183
0.04670020226784898,0.0371118113218802,0.046906583726748934,0.03727615378298596
0.04045539178612947,0.032293870999654334,0.04069128587092795,0.03248548081182298
0.03467632719792949,0.027790538532848845,0.03492899094639745,0.027998680282813895
0.029391861728750777,0.02363379614651757,0.02964908680665115,0.02384783412899057
0.024617905172258793,0.019845133710949116,0.024870199804337436,0.020056689819524007
0.02035744540375831,0.01643529221748064,0.02059732512061655,0.016637829105593575
0.01660138309058391,0.013404761277574086,0.01682321062512635,0.013593197909145247
0.013330137138937635,0.010744973298941446,0.013530817790557191,0.010916438656022038
0.010515940008233629,0.008440177015850935,0.010693783739025086,0.008592601447153394
0.008125717981326866,0.006469881074315865,0.0082804253016249,0.006602763623388055
0.006124300467188179,0.0048116072182184475,0.0062552892076110115,0.004924260665014013
0.004477461277230863,0.003443416421182454,0.00458464270981212,0.0035353030266908328
0.0031539247825748545,0.002345269514265621,0.0032365816444301335,0.0024154997633205628
0.002125214380822919,0.0014981244593839892,0.0021849010612212828,0.001548141985518708
0.0013629421961323764,0.0008805386374846344,0.001401155199071676,0.0009117786742034056
0.0008353813683199584,0.0004646349778132558,0.0008586946935802441,0.00048292263986549934
0.0005055693935549864,0.00021430787472423305,0.0005197090330208178,0.00022510263745517637
0.0003278714272962242,8.57080372036023e-05,0.00033502454140696674,9.127320051143525e-05
0.0002475809245721438,3.055670292857573e-05,0.0002499098184107673,3.2733149299674464e-05
0.00021649285227595889,1.0030970531816279e-05,0.00021635489324236854,1.053756142870246e-05
0.00020569028636755967,3.043183656360099e-06,0.00020407012697996492,2.9285127752450274e-06
0.00020216408308500848,7.775292640910558e-07,0.00020051268815797347,3.6035112329124695e-07
0.00020105120485506428,6.096988928483639e-08,0.00019999999999999998,-3.1450576588160017e-22
0.00020070887239257286,-1.6263071299670312e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020060783568788475,-2.3215609709053095e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020058136216588186,-2.5387903914474565e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020057764096949256,-2.6092093048323957e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020058083994492273,-2.637238219710167e-07,0.00019999999999999998,-3.1450576588160017e-22
0.000200586274724557,-2.652491817612841e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020059211173332074,-2.661164693610354e-07,0.00019999999999999998,-3.1450576588160017e-22
0.000200598049342334,-2.6712956876371085e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020060416965087972,-2.680505188133771e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020061016848402653,-2.689108684320971e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020061622130559763,-2.699833435963613e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020062247544332486,-2.710293433867996e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020062873493499378,-2.717920324944186e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0002006336824446055,-2.7358193092671906e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00020058817021962374,-2.9809136331710194e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019884236017480398,-1.1074526319069868e-06,0.00019999999999999998,-3.1450576588160017e-22
