"analytic radiation flux density","radiation flux density","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.760978,0.04596672,1,0.978,0,-0.022,0
3.7612,0.04649048,1,0.98,0,-0.02,0
3.761421,0.04701424,1,0.982,0,-0.018,0
3.761605,0.04746491,1,0.984,0,-0.016,0
3.761771,0.04788041,1,0.986,0,-0.014,0
3.76192,0.04825476,1,0.988,0,-0.012,0
3.76203,0.0485436,1,0.99,0,-0.01,0
3.762141,0.04883244,1,0.992,0,-0.008,0
3.762215,0.0490261,1,0.994,0,-0.006,0
3.76227,0.04917396,1,0.996,0,-0.004,0
3.762307,0.04927379,1,0.998,0,-0.002,0
3.762307,0.04927379,1,1,0,0,0
3.762307,0.04927379,1,1.002,0,0.002,0
3.76227,0.04917396,1,1.004,0,0.004,0
3.762215,0.0490261,1,1.006,0,0.006,0
3.762141,0.04883244,1,1.008,0,0.008,0
3.76203,0.0485436,1,1.01,0,0.01,0
3.76192,0.04825476,1,1.012,0,0.012,0
3.761771,0.04788041,1,1.014,0,0.014,0
3.761605,0.04746491,1,1.016,0,0.016,0
3.761421,0.04701424,1,1.018,0,0.018,0
3.7612,0.04649048,1,1.02,0,0.02,0
3.760978,0.04596672,1,1.022,0,0.022,0
3.760719,0.04538614,1,1.024,0,0.024,0
3.760442,0.04477821,1,1.026,0,0.026,0
3.760148,0.04415079,1,1.028,0,0.028,0
3.759815,0.04348286,1,1.03,0,0.03,0
3.759483,0.04281494,1,1.032,0,0.032,0
3.759114,0.04212464,1,1.034,0,0.034,0
3.758727,0.04142357,1,1.036,0,0.036,0
3.758321,0.04071929,1,1.038,0,0.038,0
3.757879,0.04000835,1,1.04,0,0.04,0
3.757436,0.03929741,1,1.042,0,0.042,0
3.756957,0.03859537,1,1.044,0,0.044,0
3.756459,0.03789761,1,1.046,0,0.046,0
3.755944,0.03720978,1,1.048,0,0.048,0
3.755391,0.03654255,1,1.05,0,0.05,0
3.754838,0.03587533,1,1.052,0,0.052,0
3.754249,0.03523914,1,1.054,0,0.054,0
3.753641,0.03461788,1,1.056,0,0.056,0
3.753016,0.03401462,1,1.058,0,0.058,0
3.752354,0.03344874,1,1.06,0,0.06,0
3.751691,0.03288287,1,1.062,0,0.062,0
3.750992,0.03235931,1,1.064,0,0.064,0
3.750275,0.0318561,1,1.066,0,0.066,0
3.74954,0.031374,1,1.068,0,0.068,0
3.748768,0.03093578,1,1.07,0,0.07,0
3.747997,0.03049756,1,1.072,0,0.072,0
3.747188,0.03010388,1,1.074,0,0.074,0
3.746362,0.02973164,1,1.076,0,0.076,0
3.745518,0.02938004,1,1.078,0,0.078,0
3.744638,0.02907136,1,1.08,0,0.08,0
3.743757,0.02876267,1,1.082,0,0.082,0
3.74284,0.02849517,1,1.084,0,0.084,0
3.741905,0.02824747,1,1.086,0,0.086,0
3.740953,0.02801806,1,1.088,0,0.088,0
3.739964,0.02782667,1,1.09,0,0.09,0
3.738975,0.02763527,1,1.092,0,0.092,0
3.73795,0.02747927,1,1.094,0,0.094,0
3.736907,0.02734029,1,1.096,0,0.096,0
3.735847,0.02721663,1,1.098,0,0.098,0
3.73475,0.02712482,1,1.1,0,0.1,0
3.733654,0.02703301,1,1.102,0,0.102,0
3.732521,0.02697036,1,1.104,0,0.104,0
3.731371,0.02692176,1,1.106,0,0.106,0
3.730204,0.02688554,1,1.108,0,0.108,0
3.729,0.02687507,1,1.11,0,0.11,0
3.727797,0.02686459,1,1.112,0,0.112,0
3.726557,0.02687736,1,1.114,0,0.114,0
3.725301,0.02690132,1,1.116,0,0.116,0
3.724027,0.02693489,1,1.118,0,0.118,0
3.722717,0.02698846,1,1.12,0,0.12,0
3.721407,0.02704203,1,1.122,0,0.122,0
3.720062,0.02711317,1,1.124,0,0.124,0
3.7187,0.02719277,1,1.126,0,0.126,0
3.71732,0.0272793,1,1.128,0,0.128,0
3.715905,0.02738023,1,1.13,0,0.13,0
3.71449,0.02748117,1,1.132,0,0.132,0
3.71304,0.02759403,1,1.134,0,0.134,0
3.711573,0.02771263,1,1.136,0,0.136,0
3.710089,0.02783547,1,1.138,0,0.138,0
3.708569,0.02796714,1,1.14,0,0.14,0
3.70705,0.02809881,1,1.142,0,0.142,0
3.705496,0.02823674,1,1.144,0,0.144,0
3.703925,0.02837769,1,1.146,0,0.146,0
3.702337,0.02852025,1,1.148,0,0.148,0
3.700714,0.02866615,1,1.15,0,0.15,0
3.699092,0.02881205,1,1.152,0,0.152,0
3.697434,0.02895881,1,1.154,0,0.154,0
3.695761,0.029106,1,1.156,0,0.156,0
3.69407,0.02925239,1,1.158,0,0.158,0
3.692345,0.02939713,1,1.16,0,0.16,0
3.69062,0.02954187,1,1.162,0,0.162,0
3.688861,0.02968284,1,1.164,0,0.164,0
3.687086,0.02982201,1,1.166,0,0.166,0
3.685294,0.02995849,1,1.168,0,0.168,0
3.683468,0.0300894,1,1.17,0,0.17,0
3.681642,0.0302203,1,1.172,0,0.172,0
3.679782,0.0303442,1,1.174,0,0.174,0
3.677906,0.03046472,1,1.176,0,0.176,0
3.676014,0.03058147,1,1.178,0,0.178,0
3.674089,0.03069036,1,1.18,0,0.18,0
3.672163,0.03079925,1,1.182,0,0.182,0
3.670204,0.0308998,1,1.184,0,0.184,0
3.668229,0.03099632,1,1.186,0,0.186,0
3.666238,0.03108894,1,1.188,0,0.188,0
3.664214,0.03117346,1,1.19,0,0.19,0
3.66219,0.03125798,1,1.192,0,0.192,0
3.660133,0.0313349,1,1.194,0,0.194,0
3.658061,0.03140816,1,1.196,0,0.196,0
3.655972,0.03147835,1,1.198,0,0.198,0
3.653851,0.03154216,1,1.2,0,0.2,0
3.65173,0.03160598,1,1.202,0,0.202,0
3.649577,0.03166472,1,1.204,0,0.204,0
3.647409,0.03172102,1,1.206,0,0.206,0
3.645224,0.03177575,1,1.208,0,0.208,0
3.643008,0.03182723,1,1.21,0,0.21,0
3.640792,0.03187871,1,1.212,0,0.212,0
3.638544,0.03192859,1,1.214,0,0.214,0
3.636281,0.03197769,1,1.216,0,0.216,0
3.634002,0.03202693,1,1.218,0,0.218,0
3.631693,0.03207642,1,1.22,0,0.22,0
3.629383,0.03212592,1,1.222,0,0.222,0
3.627042,0.03217712,1,1.224,0,0.224,0
3.624686,0.03222915,1,1.226,0,0.226,0
3.622315,0.03228266,1,1.228,0,0.228,0
3.619914,0.03233922,1,1.23,0,0.23,0
3.617512,0.03239579,1,1.232,0,0.232,0
3.61508,0.03245621,1,1.234,0,0.234,0
3.612633,0.0325185,1,1.236,0,0.236,0
3.610172,0.03258287,1,1.238,0,0.238,0
3.60768,0.03265159,1,1.24,0,0.24,0
3.605189,0.03272032,1,1.242,0,0.242,0
3.602668,0.03279334,1,1.244,0,0.244,0
3.600132,0.03286845,1,1.246,0,0.246,0
3.597582,0.03294542,1,1.248,0,0.248,0
3.595003,0.03302627,1,1.25,0,0.25,0
3.592423,0.03310713,1,1.252,0,0.252,0
3.589815,0.03319109,1,1.254,0,0.254,0
3.587193,0.03327655,1,1.256,0,0.256,0
3.584556,0.03336296,1,1.258,0,0.258,0
3.581891,0.03345136,1,1.26,0,0.26,0
3.579226,0.03353977,1,1.262,0,0.262,0
3.576533,0.03362893,1,1.264,0,0.264,0
3.573826,0.03371846,1,1.266,0,0.266,0
3.571106,0.03380764,1,1.268,0,0.268,0
3.568358,0.03389609,1,1.27,0,0.27,0
3.565609,0.03398455,1,1.272,0,0.272,0
3.562834,0.0340709,1,1.274,0,0.274,0
3.560045,0.03415623,1,1.276,0,0.276,0
3.557243,0.0342398,1,1.278,0,0.278,0
3.554413,0.03431967,1,1.28,0,0.28,0
3.551584,0.03439954,1,1.282,0,0.282,0
3.548729,0.0344744,1,1.284,0,0.284,0
3.54586,0.03454684,1,1.286,0,0.286,0
3.542979,0.03461613,1,1.288,0,0.288,0
3.540072,0.03467887,1,1.29,0,0.29,0
3.537165,0.03474161,1,1.292,0,0.292,0
3.534232,0.03479659,1,1.294,0,0.294,0
3.531286,0.03484784,1,1.296,0,0.296,0
3.528329,0.03489467,1,1.298,0,0.298,0
3.525346,0.03493232,1,1.3,0,0.3,0
3.522364,0.03496997,1,1.302,0,0.302,0
3.519356,0.03499739,1,1.304,0,0.304,0
3.516337,0.03501988,1,1.306,0,0.306,0
3.513307,0.03503685,1,1.308,0,0.308,0
3.510252,0.03504234,1,1.31,0,0.31,0
3.507197,0.03504783,1,1.312,0,0.312,0
3.504118,0.03504102,1,1.314,0,0.314,0
3.501028,0.03502828,1,1.316,0,0.316,0
3.497928,0.03500919,1,1.318,0,0.318,0
3.494804,0.03497689,1,1.32,0,0.32,0
3.49168,0.03494459,1,1.322,0,0.322,0
3.488533,0.03489864,1,1.324,0,0.324,0
3.485376,0.03484612,1,1.326,0,0.326,0
3.482208,0.03478687,1,1.328,0,0.328,0
3.479019,0.03471366,1,1.33,0,0.33,0
3.475829,0.03464044,1,1.332,0,0.332,0
3.472618,0.03455338,1,1.334,0,0.334,0
3.469397,0.03445966,1,1.336,0,0.336,0
3.466167,0.03435951,1,1.338,0,0.338,0
3.462915,0.03424599,1,1.34,0,0.34,0
3.459664,0.03413246,1,1.342,0,0.342,0
3.456392,0.0340064,1,1.344,0,0.344,0
3.453112,0.03387431,1,1.346,0,0.346,0
3.449822,0.03373682,1,1.348,0,0.348,0
3.446512,0.03358811,1,1.35,0,0.35,0
3.443203,0.03343941,1,1.352,0,0.352,0
3.439875,0.03328095,1,1.354,0,0.354,0
3.436539,0.03311781,1,1.356,0,0.356,0
3.433194,0.03295094,1,1.358,0,0.358,0
3.429831,0.03277633,1,1.36,0,0.36,0
3.426468,0.03260173,1,1.362,0,0.362,0
3.423089,0.03242122,1,1.364,0,0.364,0
3.419701,0.03223785,1,1.366,0,0.366,0
3.416306,0.03205277,1,1.368,0,0.368,0
3.412894,0.0318641,1,1.37,0,0.37,0
3.409483,0.03167542,1,1.372,0,0.372,0
3.406056,0.03148492,1,1.374,0,0.374,0
3.402622,0.03129355,1,1.376,0,0.376,0
3.399181,0.03110233,1,1.378,0,0.378,0
3.395725,0.03091145,1,1.38,0,0.38,0
3.39227,0.03072058,1,1.382,0,0.382,0
3.388801,0.0305313,1,1.384,0,0.384,0
3.385326,0.0303428,1,1.386,0,0.386,0
3.381845,0.03015584,1,1.388,0,0.388,0
3.378352,0.02997205,1,1.39,0,0.39,0
3.374858,0.02978827,1,1.392,0,0.392,0
3.371353,0.02960816,1,1.394,0,0.394,0
3.367843,0.02942981,1,1.396,0,0.396,0
3.364328,0.0292536,1,1.398,0,0.398,0
3.360802,0.0290818,1,1.4,0,0.4,0
3.357276,0.02891001,1,1.402,0,0.402,0
3.353741,0.02874229,1,1.404,0,0.404,0
3.350202,0.02857653,1,1.406,0,0.406,0
3.346658,0.0284127,1,1.408,0,0.408,0
3.343107,0.02825285,1,1.41,0,0.41,0
3.339555,0.028093,1,1.412,0,0.412,0
3.335997,0.02793613,1,1.414,0,0.414,0
3.332436,0.02778069,1,1.416,0,0.416,0
3.328871,0.02762634,1,1.418,0,0.418,0
3.325302,0.02747425,1,1.42,0,0.42,0
3.321732,0.02732216,1,1.422,0,0.422,0
3.318158,0.02717098,1,1.424,0,0.424,0
3.314581,0.02702023,1,1.426,0,0.426,0
3.311004,0.02686942,1,1.428,0,0.428,0
3.307424,0.02671848,1,1.43,0,0.43,0
3.303843,0.02656755,1,1.432,0,0.432,0
3.300261,0.02641516,1,1.434,0,0.434,0
3.296679,0.02626206,1,1.436,0,0.436,0
3.293097,0.02610777,1,1.438,0,0.438,0
3.289515,0.025951,1,1.44,0,0.44,0
3.285933,0.02579423,1,1.442,0,0.442,0
3.282352,0.02563395,1,1.444,0,0.444,0
3.278773,0.02547199,1,1.446,0,0.446,0
3.275195,0.02530797,1,1.448,0,0.448,0
3.271621,0.02513967,1,1.45,0,0.45,0
3.268047,0.02497137,1,1.452,0,0.452,0
3.264479,0.02479824,1,1.454,0,0.454,0
3.260912,0.02462278,1,1.456,0,0.456,0
3.25735,0.0244448,1,1.458,0,0.458,0
3.253795,0.02426156,1,1.46,0,0.46,0
3.25024,0.02407832,1,1.462,0,0.462,0
3.246694,0.02388977,1,1.464,0,0.464,0
3.243153,0.02369866,1,1.466,0,0.466,0
3.239617,0.02350495,1,1.468,0,0.468,0
3.236093,0.02330586,1,1.47,0,0.47,0
3.232569,0.02310676,1,1.472,0,0.472,0
3.229059,0.02290261,1,1.474,0,0.474,0
3.225555,0.02269602,1,1.476,0,0.476,0
3.22206,0.0224871,1,1.478,0,0.478,0
3.218581,0.02227331,1,1.48,0,0.48,0
3.215101,0.02205952,1,1.482,0,0.482,0
3.211641,0.02184147,1,1.484,0,0.484,0
3.20819,0.02162136,1,1.486,0,0.486,0
3.20475,0.02139937,1,1.488,0,0.488,0
3.201331,0.02117348,1,1.49,0,0.49,0
3.197912,0.02094759,1,1.492,0,0.492,0
3.194518,0.02071853,1,1.494,0,0.494,0
3.191136,0.02048793,1,1.496,0,0.496,0
3.187768,0.02025604,1,1.498,0,0.498,0
3.184427,0.02002144,1,1.5,0,0.5,0
3.181087,0.01978684,1,1.502,0,0.502,0
3.177778,0.01955031,1,1.504,0,0.504,0
3.174484,0.01931287,1,1.506,0,0.506,0
3.171207,0.01907476,1,1.508,0,0.508,0
3.167965,0.01883529,1,1.51,0,0.51,0
3.164723,0.01859581,1,1.512,0,0.512,0
3.16152,0.01835579,1,1.514,0,0.514,0
3.158337,0.01811551,1,1.516,0,0.516,0
3.155174,0.01787526,1,1.518,0,0.518,0
3.152054,0.01763512,1,1.52,0,0.52,0
3.148934,0.01739497,1,1.522,0,0.522,0
3.145863,0.01715579,1,1.524,0,0.524,0
3.142815,0.01691706,1,1.526,0,0.526,0
3.139792,0.01667918,1,1.528,0,0.528,0
3.136822,0.01644302,1,1.53,0,0.53,0
3.133852,0.01620686,1,1.532,0,0.532,0
3.130941,0.01597334,1,1.534,0,0.534,0
3.128058,0.0157411,1,1.536,0,0.536,0
3.125205,0.01551055,1,1.538,0,0.538,0
3.122417,0.01528351,1,1.54,0,0.54,0
3.11963,0.01505648,1,1.542,0,0.542,0
3.116912,0.01483391,1,1.544,0,0.544,0
3.11423,0.01461348,1,1.546,0,0.546,0
3.111584,0.01439564,1,1.548,0,0.548,0
3.109016,0.01418315,1,1.55,0,0.55,0
3.106448,0.01397068,1,1.552,0,0.552,0
3.103966,0.01376444,1,1.554,0,0.554,0
3.101525,0.01356121,1,1.556,0,0.556,0
3.099129,0.01336136,1,1.558,0,0.558,0
3.096827,0.01316859,1,1.56,0,0.56,0
3.094525,0.01297581,1,1.562,0,0.562,0
3.092326,0.01279075,1,1.564,0,0.564,0
3.090177,0.01260941,1,1.566,0,0.566,0
3.088083,0.01243206,1,1.568,0,0.568,0
3.086101,0.01226298,1,1.57,0,0.57,0
3.08412,0.01209391,1,1.572,0,0.572,0
3.082263,0.01193341,1,1.574,0,0.574,0
3.080467,0.01177705,1,1.576,0,0.576,0
3.078736,0.01162486,1,1.578,0,0.578,0
3.077143,0.0114814,1,1.58,0,0.58,0
3.075549,0.01133793,1,1.582,0,0.582,0
3.074107,0.01120297,1,1.584,0,0.584,0
3.072737,0.0110721,1,1.586,0,0.586,0
3.071448,0.01094514,1,1.588,0,0.588,0
3.070326,0.0108263,1,1.59,0,0.59,0
3.069203,0.01070745,1,1.592,0,0.592,0
3.068265,0.01059596,1,1.594,0,0.594,0
3.067415,0.01048802,1,1.596,0,0.596,0
3.066663,0.01038317,1,1.598,0,0.598,0
3.066115,0.01028476,1,1.6,0,0.6,0
3.065567,0.01018635,1,1.602,0,0.602,0
3.065246,0.01009313,1,1.604,0,0.604,0
3.065033,0.01000241,1,1.606,0,0.606,0
3.064941,0.009913549,1,1.608,0,0.608,0
3.0651,0.009828536,1,1.61,0,0.61,0
3.065259,0.009743525,1,1.612,0,0.612,0
3.065698,0.009660804,1,1.614,0,0.614,0
3.066272,0.00957919,1,1.616,0,0.616,0
3.066996,0.00949794,1,1.618,0,0.618,0
3.068034,0.009417444,1,1.62,0,0.62,0
3.069071,0.00933695,1,1.622,0,0.622,0
3.070459,0.009255592,1,1.624,0,0.624,0
3.072016,0.009173822,1,1.626,0,0.626,0
3.073763,0.009090934,1,1.628,0,0.628,0
3.075904,0.009005732,1,1.63,0,0.63,0
3.078045,0.008920527,1,1.632,0,0.632,0
3.080633,0.008831614,1,1.634,0,0.634,0
3.083435,0.008740916,1,1.636,0,0.636,0
3.08648,0.008647899,1,1.638,0,0.638,0
3.090032,0.008550073,1,1.64,0,0.64,0
3.093583,0.008452243,1,1.642,0,0.642,0
3.097711,0.008348682,1,1.644,0,0.644,0
3.102118,0.008242358,1,1.646,0,0.646,0
3.106842,0.008133015,1,1.648,0,0.648,0
3.112228,0.008017389,1,1.65,0,0.65,0
3.117614,0.00790176,1,1.652,0,0.652,0
3.123764,0.007779551,1,1.654,0,0.654,0
3.130282,0.007654171,1,1.656,0,0.656,0
3.137226,0.007525673,1,1.658,0,0.658,0
3.145057,0.007390682,1,1.66,0,0.66,0
3.152888,0.007255695,1,1.662,0,0.662,0
3.161759,0.007114563,1,1.664,0,0.664,0
3.171131,0.00697047,1,1.666,0,0.666,0
3.181093,0.006823759,1,1.668,0,0.668,0
3.192283,0.006671591,1,1.67,0,0.67,0
3.203473,0.006519427,1,1.672,0,0.672,0
3.216131,0.006362694,1,1.674,0,0.674,0
3.229494,0.00620377,1,1.676,0,0.676,0
3.24371,0.006043197,1,1.678,0,0.678,0
3.259698,0.005879191,1,1.68,0,0.68,0
3.275686,0.00571519,1,1.682,0,0.682,0
3.293846,0.005548993,1,1.684,0,0.684,0
3.313052,0.005381746,1,1.686,0,0.686,0
3.333559,0.005214094,1,1.688,0,0.688,0
3.356768,0.005045615,1,1.69,0,0.69,0
3.379977,0.004877135,1,1.692,0,0.692,0
3.406622,0.004709166,1,1.694,0,0.694,0
3.434919,0.00454145,1,1.696,0,0.696,0
3.465365,0.004374624,1,1.698,0,0.698,0
3.50027,0.004209665,1,1.7,0,0.7,0
3.535176,0.0040447,1,1.702,0,0.702,0
3.576063,0.003882837,1,1.704,0,0.704,0
3.619826,0.003722463,1,1.706,0,0.706,0
3.667588,0.00356412,1,1.708,0,0.708,0
3.723652,0.00341001,1,1.71,0,0.71,0
3.779719,0.003255896,1,1.712,0,0.712,0
3.847939,0.003106971,1,1.714,0,0.714,0
3.922011,0.002960535,1,1.716,0,0.716,0
4.005249,0.002816979,1,1.718,0,0.718,0
4.107544,0.002679394,1,1.72,0,0.72,0
4.209836,0.002541813,1,1.722,0,0.722,0
4.345544,0.002410791,1,1.724,0,0.724,0
4.497337,0.002282922,1,1.726,0,0.726,0
4.683569,0.002158406,1,1.728,0,0.728,0
4.941391,0.002040848,1,1.73,0,0.73,0
5.199205,0.001923293,1,1.732,0,0.732,0
5.743488,0.001812901,1,1.734,0,0.734,0
6.425591,0.00170596,1,1.736,0,0.736,0
6.936891,0.001602485,1,1.738,0,0.738,0
7.09322,0.001506211,1,1.74,0,0.74,0
7.249545,0.00140994,1,1.742,0,0.742,0
6.748005,0.001320747,1,1.744,0,0.744,0
5.929929,0.001234964,1,1.746,0,0.746,0
4.958226,0.001152466,1,1.748,0,0.748,0
3.667356,0.001076803,1,1.75,0,0.75,0
2.376486,0.00100114,1,1.752,0,0.752,0
1.394907,0.000931947,1,1.754,0,0.754,0
0.5622023,0.000865871,1,1.756,0,0.756,0
0,0.0008026978,1,1.758,0,0.758,0
0,0.0007455631,1,1.76,0,0.76,0
0,0.0006884266,1,1.762,0,0.762,0
0,0.0006368343,1,1.764,0,0.764,0
0,0.000587909,1,1.766,0,0.766,0
0,0.0005413969,1,1.768,0,0.768,0
0,0.0004999045,1,1.77,0,0.77,0
0,0.0004584109,1,1.772,0,0.772,0
0,0.0004213993,1,1.774,0,0.774,0
0,0.0003865428,1,1.776,0,0.776,0
0,0.0003535881,1,1.778,0,0.778,0
0,0.0003245837,1,1.78,0,0.78,0
0,0.0002955785,1,1.782,0,0.782,0
0,0.0002700126,1,1.784,0,0.784,0
0,0.0002461005,1,1.786,0,0.786,0
0,0.0002236123,1,1.788,0,0.788,0
0,0.0002040812,1,1.79,0,0.79,0
0,0.0001845507,1,1.792,0,0.792,0
0,0.0001675338,1,1.794,0,0.794,0
0,0.0001517272,1,1.796,0,0.796,0
0,0.0001369374,1,1.798,0,0.798,0
0,0.0001242603,1,1.8,0,0.8,0
0,0.0001115837,1,1.802,0,0.802,0
0,0.0001006631,1,1.804,0,0.804,0
0,9.058807e-05,1,1.806,0,0.806,0
0,8.120772e-05,1,1.808,0,0.808,0
0,7.327193e-05,1,1.81,0,0.81,0
0,6.533614e-05,1,1.812,0,0.812,0
0,5.857515e-05,1,1.814,0,0.814,0
0,5.237978e-05,1,1.816,0,0.816,0
0,4.66395e-05,1,1.818,0,0.818,0
0,4.184551e-05,1,1.82,0,0.82,0
0,3.705138e-05,1,1.822,0,0.822,0
0,3.301142e-05,1,1.824,0,0.824,0
0,2.933427e-05,1,1.826,0,0.826,0
0,2.594329e-05,1,1.828,0,0.828,0
0,2.314736e-05,1,1.83,0,0.83,0
0,2.035135e-05,1,1.832,0,0.832,0
0,1.80202e-05,1,1.834,0,0.834,0
0,1.591262e-05,1,1.836,0,0.836,0
0,1.397813e-05,1,1.838,0,0.838,0
0,1.240321e-05,1,1.84,0,0.84,0
0,1.082825e-05,1,1.842,0,0.842,0
0,9.528828e-06,1,1.844,0,0.844,0
0,8.36194e-06,1,1.846,0,0.846,0
0,7.295697e-06,1,1.848,0,0.848,0
0,6.43852e-06,1,1.85,0,0.85,0
0,5.581369e-06,1,1.852,0,0.852,0
0,4.881411e-06,1,1.854,0,0.854,0
0,4.257075e-06,1,1.856,0,0.856,0
0,3.689096e-06,1,1.858,0,0.858,0
0,3.238191e-06,1,1.86,0,0.86,0
0,2.787299e-06,1,1.862,0,0.862,0
0,2.422803e-06,1,1.864,0,0.864,0
0,2.099894e-06,1,1.866,0,0.866,0
0,1.807389e-06,1,1.868,0,0.868,0
0,1.578064e-06,1,1.87,0,0.87,0
0,1.348746e-06,1,1.872,0,0.872,0
0,1.16521e-06,1,1.874,0,0.874,0
0,1.003712e-06,1,1.876,0,0.876,0
0,8.580321e-07,1,1.878,0,0.878,0
0,7.452397e-07,1,1.88,0,0.88,0
0,6.324439e-07,1,1.882,0,0.882,0
0,5.430569e-07,1,1.884,0,0.884,0
0,4.649317e-07,1,1.886,0,0.886,0
0,3.947499e-07,1,1.888,0,0.888,0
0,3.410824e-07,1,1.89,0,0.89,0
0,2.874132e-07,1,1.892,0,0.892,0
0,2.452927e-07,1,1.894,0,0.894,0
0,2.087272e-07,1,1.896,0,0.896,0
0,1.760145e-07,1,1.898,0,0.898,0
0,1.513064e-07,1,1.9,0,0.9,0
0,1.265975e-07,1,1.902,0,0.902,0
0,1.073901e-07,1,1.904,0,0.904,0
0,9.08292e-08,1,1.906,0,0.906,0
0,7.60721e-08,1,1.908,0,0.908,0
0,6.506238e-08,1,1.91,0,0.91,0
0,5.405298e-08,1,1.912,0,0.912,0
0,4.557503e-08,1,1.914,0,0.914,0
0,3.831496e-08,1,1.916,0,0.916,0
0,3.18709e-08,1,1.918,0,0.918,0
0,2.712208e-08,1,1.92,0,0.92,0
0,2.23734e-08,1,1.922,0,0.922,0
0,1.875042e-08,1,1.924,0,0.924,0
0,1.566928e-08,1,1.926,0,0.926,0
0,1.294482e-08,1,1.928,0,0.928,0
0,1.096162e-08,1,1.93,0,0.93,0
0,8.978478e-09,1,1.932,0,0.932,0
0,7.479306e-09,1,1.934,0,0.934,0
0,6.213084e-09,1,1.936,0,0.936,0
0,5.097628e-09,1,1.938,0,0.938,0
0,4.295587e-09,1,1.94,0,0.94,0
0,3.493546e-09,1,1.942,0,0.942,0
0,2.892728e-09,1,1.944,0,0.944,0
0,2.388766e-09,1,1.946,0,0.946,0
0,1.946442e-09,1,1.948,0,0.948,0
0,1.632254e-09,1,1.95,0,0.95,0
0,1.318056e-09,1,1.952,0,0.952,0
0,1.084816e-09,1,1.954,0,0.954,0
0,8.90527e-10,1,1.956,0,0.956,0
0,7.206504e-10,1,1.958,0,0.958,0
0,6.015247e-10,1,1.96,0,0.96,0
0,4.823955e-10,1,1.962,0,0.962,0
0,3.94876e-10,1,1.964,0,0.964,0
0,3.225625e-10,1,1.966,0,0.966,0
0,2.591966e-10,1,1.968,0,0.968,0
0,2.144195e-10,1,1.97,0,0.97,0
0,1.696437e-10,1,1.972,0,0.972,0
0,1.380441e-10,1,1.974,0,0.974,0
0,1.113775e-10,1,1.976,0,0.976,0
0,9.011811e-11,1,1.978,0,0.978,0
0,7.359314e-11,1,1.98,0,0.98,0
0,5.706867e-11,1,1.982,0,0.982,0
0,4.69146e-11,1,1.984,0,0.984,0
0,3.760862e-11,1,1.986,0,0.986,0
0,3.018707e-11,1,1.988,0,0.988,0
0,2.27653e-11,1,1.99,0,0.99,0
0,1.86948e-11,1,1.992,0,0.992,0
0,1.528637e-11,1,1.994,0,0.994,0
0,1.187805e-11,1,1.996,0,0.996,0
0,8.469619e-12,1,1.998,0,0.998,0
0,5.061295e-12,1,2,0,1,0
